310,0.8422,b'2017-04-07'
311,0.6765,b'2017-07-06'
312,0.3727,b'2017-11-19'
313,0.9347,b'2017-05-17'
314,0.6085,b'2017-04-30'
315,0.1008,b'2017-08-13'
316,0.7727,b'2017-08-08'
317,0.1890,b'2017-01-16'
318,0.0058,b'2017-11-17'
319,0.2943,b'2017-04-16'
320,0.4049,b'2017-10-29'
321,0.4853,b'2017-06-11'
322,0.6561,b'2017-06-30'
323,0.9121,b'2017-02-20'
324,0.0120,b'2017-08-23'
325,0.1116,b'2017-04-14'
326,0.9989,b'2017-10-08'
327,0.2010,b'2017-08-31'
328,0.2589,b'2017-03-07'
329,0.5545,b'2017-05-13'
330,0.8502,b'2017-06-08'
331,0.1998,b'2017-09-30'
332,0.8687,b'2017-11-30'
333,0.8158,b'2017-03-25'
334,0.5929,b'2017-07-02'
335,0.2566,b'2017-04-09'
336,0.3965,b'2017-06-18'
337,0.9199,b'2017-05-15'
338,0.6705,b'2017-10-25'
339,0.5763,b'2017-04-27'
340,0.8223,b'2017-07-26'
341,0.7478,b'2017-05-05'
342,0.1736,b'2017-03-02'
343,0.5501,b'2017-05-07'
344,0.5043,b'2017-02-17'
345,0.9004,b'2017-05-07'
346,0.2939,b'2017-07-31'
347,0.1043,b'2017-01-11'
348,0.7263,b'2017-01-23'
349,0.5697,b'2017-12-25'
350,0.9732,b'2017-09-15'
351,0.1042,b'2017-12-23'
352,0.2799,b'2017-01-25'
353,0.9568,b'2017-11-29'
354,0.3776,b'2017-08-01'
355,0.5134,b'2017-08-28'
356,0.2150,b'2017-11-30'
357,0.6635,b'2017-01-05'
358,0.7051,b'2017-04-23'
359,0.4064,b'2017-10-25'
360,0.5588,b'2017-04-11'
361,0.9888,b'2017-04-14'
362,0.1023,b'2017-10-20'
363,0.0792,b'2017-02-10'
364,0.0748,b'2017-05-06'
365,0.6844,b'2017-10-23'
366,0.5196,b'2017-06-16'
367,0.1919,b'2017-11-02'
368,0.3217,b'2017-11-14'
369,0.7608,b'2017-09-24'
370,0.1247,b'2017-01-09'
371,0.9009,b'2017-07-20'
372,0.7900,b'2017-10-19'
373,0.5461,b'2017-02-21'
374,0.5222,b'2017-09-25'
375,0.0018,b'2017-04-05'
376,0.3131,b'2017-10-11'
377,0.0635,b'2017-05-27'
378,0.0494,b'2017-05-22'
379,0.1173,b'2017-06-25'
380,0.5583,b'2017-10-10'
381,0.7856,b'2017-08-08'
382,0.5592,b'2017-05-04'
383,0.8081,b'2017-03-10'
384,0.2969,b'2017-10-03'
385,0.2761,b'2017-03-20'
386,0.1859,b'2017-09-01'
387,0.1327,b'2017-08-12'
388,0.5580,b'2017-06-15'
389,0.4747,b'2017-10-05'
390,0.6156,b'2017-05-02'
391,0.6126,b'2017-01-21'
392,0.3467,b'2017-09-12'
393,0.2432,b'2017-04-09'
394,0.6521,b'2017-01-16'
395,0.5237,b'2017-11-16'
396,0.1867,b'2017-07-25'
397,0.6408,b'2017-11-20'
398,0.5011,b'2017-11-25'
399,0.7354,b'2017-06-05'
400,0.7843,b'2017-10-22'
401,0.4774,b'2017-04-12'
402,0.4279,b'2017-02-25'
403,0.9534,b'2017-04-03'
404,0.2672,b'2017-04-21'
405,0.7648,b'2017-11-11'
406,0.0381,b'2017-03-08'
407,0.6598,b'2017-07-03'
408,0.4312,b'2017-04-17'
409,0.2272,b'2017-07-23'
410,0.3515,b'2017-05-06'
411,0.9987,b'2017-12-05'
412,0.7859,b'2017-11-14'
413,0.4818,b'2017-02-04'
414,0.5213,b'2017-11-22'
415,0.6368,b'2017-03-10'
416,0.7434,b'2017-10-21'
417,0.8204,b'2017-08-28'
418,0.3107,b'2017-01-04'
419,0.1177,b'2017-01-17'
420,0.8177,b'2017-01-11'
421,0.3795,b'2017-06-05'
422,0.6416,b'2017-10-02'
423,0.4534,b'2017-08-28'
424,0.0160,b'2017-03-15'
425,0.3137,b'2017-12-19'
426,0.1757,b'2017-06-01'
427,0.9757,b'2017-02-12'
428,0.2914,b'2017-12-08'
429,0.3431,b'2017-12-14'
430,0.7406,b'2017-07-06'
431,0.4876,b'2017-10-26'
432,0.3099,b'2017-12-28'
433,0.9825,b'2017-10-07'
434,0.4136,b'2017-03-17'
435,0.8256,b'2017-10-14'
436,0.7472,b'2017-01-17'
437,0.9499,b'2017-06-12'
438,0.7371,b'2017-08-29'
439,0.9002,b'2017-04-26'
440,0.0882,b'2017-11-07'
441,0.8887,b'2017-12-16'
442,0.2296,b'2017-01-28'
443,0.3041,b'2017-11-15'
444,0.8659,b'2017-07-13'
445,0.1769,b'2017-09-06'
446,0.8908,b'2017-02-22'
447,0.0277,b'2017-10-24'
448,0.4618,b'2017-11-12'
449,0.0003,b'2017-03-26'
450,0.3414,b'2017-01-24'
451,0.8987,b'2017-03-31'
452,0.8959,b'2017-11-24'
453,0.7303,b'2017-10-13'
454,0.3589,b'2017-07-23'
455,0.9292,b'2017-05-04'
456,0.9076,b'2017-03-18'
457,0.3647,b'2017-12-11'
458,0.5965,b'2017-09-27'
459,0.6103,b'2017-09-01'
460,0.7066,b'2017-06-04'
461,0.3965,b'2017-04-10'
462,0.2305,b'2017-10-07'
463,0.5704,b'2017-03-05'
464,0.6361,b'2017-06-26'
465,0.1555,b'2017-05-19'
466,0.9644,b'2017-12-22'
467,0.1978,b'2017-07-20'
468,0.2789,b'2017-07-22'
469,0.3098,b'2017-05-09'
470,0.9342,b'2017-03-30'
471,0.5896,b'2017-06-14'
472,0.2950,b'2017-03-17'
473,0.5973,b'2017-06-19'
474,0.6646,b'2017-04-26'
475,0.8304,b'2017-06-01'
476,0.5587,b'2017-03-05'
477,0.7940,b'2017-04-30'
478,0.6603,b'2017-04-20'
479,0.4468,b'2017-09-23'
480,0.6832,b'2017-11-25'
481,0.3432,b'2017-04-18'
482,0.7449,b'2017-02-16'
483,0.9932,b'2017-11-03'
484,0.0846,b'2017-10-02'
485,0.6685,b'2017-03-27'
486,0.9626,b'2017-11-06'
487,0.3579,b'2017-05-12'
488,0.5315,b'2017-10-24'
489,0.5704,b'2017-07-01'
490,0.8690,b'2017-06-09'
491,0.0391,b'2017-12-18'
492,0.8575,b'2017-02-04'
493,0.1055,b'2017-06-30'
494,0.1627,b'2017-03-27'
495,0.5777,b'2017-04-04'
496,0.7084,b'2017-03-27'
497,0.2048,b'2017-10-13'
498,0.5456,b'2017-09-25'
499,0.7374,b'2017-04-07'
500,0.8108,b'2017-06-13'
501,0.8822,b'2017-09-30'
502,0.3618,b'2017-10-09'
503,0.7773,b'2017-04-27'
504,0.6497,b'2017-03-24'
505,0.4315,b'2017-11-25'
506,0.5873,b'2017-06-18'
507,0.6443,b'2017-08-24'
508,0.5723,b'2017-03-22'
509,0.9141,b'2017-07-17'
510,0.3101,b'2017-08-25'
511,0.9930,b'2017-02-16'
512,0.6731,b'2017-05-09'
513,0.6847,b'2017-09-10'
514,0.1401,b'2017-08-12'
515,0.1291,b'2017-05-22'
516,0.1171,b'2017-07-05'
517,0.9446,b'2017-07-18'
518,0.2690,b'2017-09-22'
519,0.7340,b'2017-03-10'
520,0.2975,b'2017-10-02'
521,0.9345,b'2017-10-18'
522,0.5370,b'2017-03-02'
523,0.5334,b'2017-06-13'
524,0.8072,b'2017-08-13'
525,0.3747,b'2017-12-11'
526,0.3769,b'2017-01-18'
527,0.1378,b'2017-09-27'
528,0.4576,b'2017-09-17'
529,0.6407,b'2017-09-05'
530,0.0578,b'2017-08-23'
531,0.0194,b'2017-01-23'
532,0.9958,b'2017-12-02'
533,0.0514,b'2017-03-04'
534,0.4033,b'2017-07-12'
535,0.7195,b'2017-09-25'
536,0.0471,b'2017-03-20'
537,0.1652,b'2017-09-19'
538,0.5247,b'2017-01-25'
539,0.4198,b'2017-03-04'
540,0.0237,b'2017-04-28'
541,0.8672,b'2017-05-19'
542,0.9369,b'2017-08-12'
543,0.2170,b'2017-06-19'
544,0.9483,b'2017-09-06'
545,0.2955,b'2017-09-05'
546,0.4030,b'2017-01-14'
547,0.1063,b'2017-12-23'
548,0.3609,b'2017-11-04'
549,0.3088,b'2017-10-22'
550,0.6934,b'2017-04-12'
551,0.2419,b'2017-07-04'
552,0.5270,b'2017-11-30'
553,0.0144,b'2017-10-21'
554,0.0642,b'2017-11-12'
555,0.7272,b'2017-05-31'
556,0.7150,b'2017-10-05'
557,0.9578,b'2017-02-19'
558,0.5569,b'2017-05-03'
559,0.1065,b'2017-01-21'
560,0.1134,b'2017-05-20'
561,0.8099,b'2017-02-21'
562,0.7826,b'2017-08-11'
563,0.5435,b'2017-07-24'
564,0.9777,b'2017-01-16'
565,0.8486,b'2017-08-09'
566,0.3244,b'2017-05-26'
567,0.7285,b'2017-03-21'
568,0.7096,b'2017-06-06'
569,0.9303,b'2017-12-25'
570,0.5819,b'2017-02-28'
571,0.6040,b'2017-08-23'
572,0.0137,b'2017-04-23'
573,0.7381,b'2017-08-21'
574,0.6035,b'2017-03-23'
575,0.4941,b'2017-12-08'
576,0.7330,b'2017-12-29'
577,0.2856,b'2017-10-06'
578,0.4435,b'2017-12-20'
579,0.8266,b'2017-09-23'
580,0.5833,b'2017-03-23'
581,0.7621,b'2017-11-15'
582,0.5904,b'2017-09-09'
583,0.6026,b'2017-11-01'
584,0.7000,b'2017-01-09'
585,0.4690,b'2017-08-05'
586,0.7932,b'2017-11-20'
587,0.3278,b'2017-10-13'
588,0.6345,b'2017-02-10'
589,0.7444,b'2017-08-10'
590,0.9784,b'2017-02-19'
591,0.9671,b'2017-03-02'
592,0.8455,b'2017-02-16'
593,0.2688,b'2017-10-23'
594,0.9183,b'2017-09-19'
595,0.5636,b'2017-04-11'
596,0.6626,b'2017-12-17'
597,0.3826,b'2017-08-11'
598,0.5689,b'2017-05-09'
599,0.2800,b'2017-07-23'
600,0.2667,b'2017-06-03'
601,0.4762,b'2017-01-14'
602,0.8199,b'2017-10-15'
603,0.8530,b'2017-05-12'
604,0.2481,b'2017-09-17'
605,0.7400,b'2017-07-15'
606,0.3030,b'2017-07-29'
607,0.9389,b'2017-10-01'
608,0.3455,b'2017-05-26'
609,0.7321,b'2017-09-09'
610,0.1007,b'2017-08-05'
611,0.8703,b'2017-12-10'
612,0.0039,b'2017-06-26'
613,0.8918,b'2017-11-01'
614,0.8238,b'2017-04-28'
615,0.3847,b'2017-07-20'
616,0.1375,b'2017-11-28'
617,0.9243,b'2017-09-25'
618,0.3183,b'2017-10-17'
619,0.5009,b'2017-02-21'
620,0.6808,b'2017-05-08'
621,0.0169,b'2017-10-21'
622,0.2656,b'2017-08-27'
623,0.1089,b'2017-09-09'
624,0.6683,b'2017-03-03'
625,0.4445,b'2017-06-06'
626,0.4556,b'2017-11-15'
627,0.8031,b'2017-09-29'
628,0.7769,b'2017-04-20'
629,0.8258,b'2017-08-01'
630,0.2488,b'2017-11-08'
631,0.8351,b'2017-11-06'
632,0.5683,b'2017-05-17'
633,0.7996,b'2017-11-08'
634,0.6014,b'2017-07-16'
635,0.1164,b'2017-07-18'
636,0.1686,b'2017-10-24'
637,0.3516,b'2017-12-27'
638,0.3490,b'2017-08-26'
639,0.7449,b'2017-04-11'
640,0.1111,b'2017-04-21'
641,0.3354,b'2017-12-11'
642,0.9375,b'2017-07-11'
643,0.5780,b'2017-03-09'
644,0.8542,b'2017-10-01'
645,0.9227,b'2017-03-22'
646,0.8643,b'2017-03-27'
647,0.0202,b'2017-04-11'
648,0.5433,b'2017-03-04'
649,0.9795,b'2017-10-08'
650,0.8858,b'2017-06-08'
651,0.7104,b'2017-08-11'
652,0.0982,b'2017-03-01'
653,0.2740,b'2017-07-02'
654,0.3267,b'2017-09-27'
655,0.5190,b'2017-03-24'
656,0.7517,b'2017-08-09'
657,0.9544,b'2017-05-04'
658,0.5746,b'2017-11-19'
659,0.5210,b'2017-06-04'
660,0.9544,b'2017-12-13'
661,0.0299,b'2017-12-31'
662,0.5942,b'2017-02-23'
663,0.5928,b'2017-02-01'
664,0.6243,b'2017-02-18'
665,0.7108,b'2017-08-23'
666,0.9784,b'2017-01-26'
667,0.2868,b'2017-05-05'
668,0.0891,b'2017-08-04'
669,0.6162,b'2017-12-04'
670,0.0297,b'2017-05-20'
671,0.5065,b'2017-05-12'
672,0.6601,b'2017-09-20'
673,0.1362,b'2017-12-16'
674,0.2519,b'2017-04-04'
675,0.9477,b'2017-03-24'
676,0.8609,b'2017-04-05'
677,0.1649,b'2017-04-14'
678,0.5341,b'2017-11-06'
679,0.5085,b'2017-07-30'
680,0.1504,b'2017-01-19'
681,0.6066,b'2017-02-22'
682,0.7466,b'2017-11-17'
683,0.7458,b'2017-12-17'
684,0.6876,b'2017-04-15'
685,0.8166,b'2017-01-08'
686,0.0822,b'2017-08-16'
687,0.0381,b'2017-10-22'
688,0.9512,b'2017-06-15'
689,0.1514,b'2017-04-10'
690,0.7365,b'2017-10-10'
691,0.4663,b'2017-09-05'
692,0.1263,b'2017-03-30'
693,0.0691,b'2017-06-07'
694,0.6090,b'2017-05-01'
695,0.3651,b'2017-10-07'
696,0.8694,b'2017-08-20'
697,0.6801,b'2017-11-06'
698,0.8409,b'2017-06-28'
699,0.7982,b'2017-06-03'
700,0.8311,b'2017-05-08'
701,0.7154,b'2017-09-10'
702,0.9566,b'2017-12-05'
703,0.4000,b'2017-05-19'
704,0.1709,b'2017-05-27'
705,0.6224,b'2017-07-11'
706,0.0167,b'2017-03-30'
707,0.2622,b'2017-10-12'
708,0.2558,b'2017-06-13'
709,0.9279,b'2017-04-01'
710,0.1623,b'2017-03-30'
711,0.2948,b'2017-11-21'
712,0.4406,b'2017-06-16'
713,0.2784,b'2017-12-23'
714,0.2897,b'2017-07-02'
715,0.4849,b'2017-08-30'
716,0.3911,b'2017-01-02'
717,0.3747,b'2017-11-14'
718,0.3167,b'2017-05-07'
719,0.4000,b'2017-10-11'
720,0.1676,b'2017-03-12'
721,0.1097,b'2017-04-26'
722,0.4405,b'2017-08-11'
723,0.1284,b'2017-02-01'
724,0.0584,b'2017-11-22'
725,0.7761,b'2017-11-30'
726,0.9209,b'2017-05-14'
727,0.5726,b'2017-04-20'
728,0.6355,b'2017-08-19'
729,0.5906,b'2017-07-29'
730,0.2268,b'2017-04-23'
731,0.5800,b'2017-04-01'
732,0.1296,b'2017-11-25'
733,0.9380,b'2017-08-10'
734,0.0751,b'2017-10-04'
735,0.2499,b'2017-02-13'
736,0.9235,b'2017-02-22'
737,0.9737,b'2017-12-14'
738,0.4121,b'2017-09-23'
739,0.6148,b'2017-01-12'
740,0.1061,b'2017-09-04'
741,0.2473,b'2017-02-22'
742,0.1102,b'2017-05-16'
743,0.0082,b'2017-03-24'
744,0.7911,b'2017-09-24'
745,0.2763,b'2017-07-16'
746,0.8859,b'2017-01-01'
747,0.1141,b'2017-04-20'
748,0.7371,b'2017-06-30'
749,0.4216,b'2017-06-09'
750,0.1132,b'2017-02-22'
751,0.2892,b'2017-02-09'
752,0.1267,b'2017-12-21'
753,0.7516,b'2017-04-07'
754,0.6263,b'2017-04-24'
755,0.8499,b'2017-06-11'
756,0.8413,b'2017-12-13'
757,0.5752,b'2017-08-22'
758,0.4360,b'2017-04-19'
759,0.8158,b'2017-06-30'
760,0.2781,b'2017-09-13'
761,0.2784,b'2017-02-08'
762,0.9574,b'2017-03-02'
763,0.6747,b'2017-04-01'
764,0.9308,b'2017-01-11'
765,0.9705,b'2017-08-31'
766,0.4381,b'2017-12-17'
767,0.5616,b'2017-11-16'
768,0.5456,b'2017-12-20'
769,0.3570,b'2017-08-23'
770,0.3806,b'2017-09-07'
771,0.7890,b'2017-11-28'
772,0.2351,b'2017-10-18'
773,0.4591,b'2017-03-01'
774,0.6756,b'2017-05-20'
775,0.0654,b'2017-02-04'
776,0.4809,b'2017-10-29'
777,0.9023,b'2017-04-27'
778,0.0786,b'2017-11-15'
779,0.7746,b'2017-10-01'
780,0.8466,b'2017-07-19'
781,0.7405,b'2017-10-20'
782,0.0232,b'2017-07-08'
783,0.5073,b'2017-10-23'
784,0.7738,b'2017-03-18'
785,0.4248,b'2017-04-11'
786,0.0392,b'2017-12-01'
787,0.6902,b'2017-06-27'
788,0.5318,b'2017-03-07'
789,0.3850,b'2017-11-15'
790,0.4181,b'2017-04-21'
791,0.1997,b'2017-12-02'
792,0.8962,b'2017-08-03'
793,0.5790,b'2017-07-02'
794,0.4468,b'2017-01-04'
795,0.2983,b'2017-09-03'
796,0.5494,b'2017-05-29'
797,0.3042,b'2017-03-26'
798,0.0372,b'2017-07-02'
799,0.4727,b'2017-12-20'
800,0.5368,b'2017-10-14'
801,0.6400,b'2017-03-03'
802,0.5723,b'2017-11-04'
803,0.4744,b'2017-12-31'
804,0.1320,b'2017-03-19'
805,0.0921,b'2017-10-25'
806,0.9770,b'2017-10-20'
807,0.5053,b'2017-11-05'
808,0.6417,b'2017-12-16'
809,0.3201,b'2017-08-29'
810,0.7194,b'2017-06-30'
811,0.7952,b'2017-08-04'
812,0.1592,b'2017-05-25'
813,0.1778,b'2017-06-02'
814,0.3349,b'2017-04-05'
815,0.5648,b'2017-12-02'
816,0.7879,b'2017-02-01'
817,0.8204,b'2017-07-29'
818,0.3688,b'2017-10-16'
819,0.4999,b'2017-04-03'
820,0.8310,b'2017-05-09'
821,0.5991,b'2017-07-31'
822,0.9964,b'2017-09-09'
